2007/1/3,1416.6
2007/1/4,1418.34
2007/1/5,1409.71
2007/1/8,1412.84
2007/1/9,1412.11
2007/1/10,1414.85
2007/1/11,1423.82
2007/1/12,1430.73
2007/1/16,1431.9
2007/1/17,1430.62
2007/1/18,1426.37
2007/1/19,1430.5
2007/1/22,1422.95
2007/1/23,1427.99
2007/1/24,1440.13
2007/1/25,1423.9
2007/1/26,1422.18
2007/1/29,1420.62
2007/1/30,1428.82
2007/1/31,1438.24
2007/2/1,1445.94
2007/2/2,1448.39
2007/2/5,1446.99
2007/2/6,1448.0
2007/2/7,1450.02
2007/2/8,1448.31
2007/2/9,1438.06
2007/2/12,1433.37
2007/2/13,1444.26
2007/2/14,1455.3
2007/2/15,1456.81
2007/2/16,1455.54
2007/2/20,1459.68
2007/2/21,1457.63
2007/2/22,1456.38
2007/2/23,1451.19
2007/2/26,1449.37
2007/2/27,1399.04
2007/2/28,1406.82
2007/3/1,1403.17
2007/3/2,1387.17
2007/3/5,1374.12
2007/3/6,1395.41
2007/3/7,1391.97
2007/3/8,1401.89
2007/3/9,1402.85
2007/3/12,1406.6
2007/3/13,1377.95
2007/3/14,1387.17
2007/3/15,1392.28
2007/3/16,1386.95
2007/3/19,1402.06
2007/3/20,1410.94
2007/3/21,1435.04
2007/3/22,1434.54
2007/3/23,1436.11
2007/3/26,1437.5
2007/3/27,1428.61
2007/3/28,1417.23
2007/3/29,1422.53
2007/3/30,1420.86
2007/4/2,1424.55
2007/4/3,1437.77
2007/4/4,1439.37
2007/4/5,1443.76
2007/4/9,1444.61
2007/4/10,1448.39
2007/4/11,1438.87
2007/4/12,1447.8
2007/4/13,1452.85
2007/4/16,1468.47
2007/4/17,1471.48
2007/4/18,1472.5
2007/4/19,1470.73
2007/4/20,1484.35
2007/4/23,1480.93
2007/4/24,1480.41
2007/4/25,1495.42
2007/4/26,1494.25
2007/4/27,1494.07
2007/4/30,1482.37
2007/5/1,1486.3
2007/5/2,1495.92
2007/5/3,1502.39
2007/5/4,1505.62
2007/5/7,1509.48
2007/5/8,1507.72
2007/5/9,1512.58
2007/5/10,1491.47
2007/5/11,1505.85
2007/5/14,1503.15
2007/5/15,1501.19
2007/5/16,1514.14
2007/5/17,1512.75
2007/5/18,1522.75
2007/5/21,1525.1
2007/5/22,1524.12
2007/5/23,1522.28
2007/5/24,1507.51
2007/5/25,1515.73
2007/5/29,1518.11
2007/5/30,1530.23
2007/5/31,1530.62
2007/6/1,1536.34
2007/6/4,1539.18
2007/6/5,1530.95
2007/6/6,1517.38
2007/6/7,1490.72
2007/6/8,1507.67
2007/6/11,1509.12
2007/6/12,1493.0
2007/6/13,1515.67
2007/6/14,1522.97
2007/6/15,1532.91
2007/6/18,1531.05
2007/6/19,1533.7
2007/6/20,1512.84
2007/6/21,1522.19
2007/6/22,1502.56
2007/6/25,1497.74
2007/6/26,1492.89
2007/6/27,1506.34
2007/6/28,1505.71
2007/6/29,1503.35
2007/7/2,1519.43
2007/7/3,1524.87
2007/7/5,1525.4
2007/7/6,1530.44
2007/7/9,1531.85
2007/7/10,1510.12
2007/7/11,1518.76
2007/7/12,1547.7
2007/7/13,1552.5
2007/7/16,1549.52
2007/7/17,1549.37
2007/7/18,1546.17
2007/7/19,1553.08
2007/7/20,1534.1
2007/7/23,1541.57
2007/7/24,1511.04
2007/7/25,1518.09
2007/7/26,1482.66
2007/7/27,1458.95
2007/7/30,1473.91
2007/7/31,1455.27
2007/8/1,1465.81
2007/8/2,1472.2
2007/8/3,1433.06
2007/8/6,1467.67
2007/8/7,1476.71
2007/8/8,1497.49
2007/8/9,1453.09
2007/8/10,1453.64
2007/8/13,1452.92
2007/8/14,1426.54
2007/8/15,1406.7
2007/8/16,1411.27
2007/8/17,1445.94
2007/8/20,1445.55
2007/8/21,1447.12
2007/8/22,1464.07
2007/8/23,1462.5
2007/8/24,1479.37
2007/8/27,1466.79
2007/8/28,1432.36
2007/8/29,1463.76
2007/8/30,1457.64
2007/8/31,1473.99
2007/9/4,1489.42
2007/9/5,1472.29
2007/9/6,1478.55
2007/9/7,1453.55
2007/9/10,1451.7
2007/9/11,1471.49
2007/9/12,1471.56
2007/9/13,1483.95
2007/9/14,1484.25
2007/9/17,1476.65
2007/9/18,1519.78
2007/9/19,1529.03
2007/9/20,1518.75
2007/9/21,1525.75
2007/9/24,1517.73
2007/9/25,1517.21
2007/9/26,1525.42
2007/9/27,1531.38
2007/9/28,1526.75
2007/10/1,1547.04
2007/10/2,1546.63
2007/10/3,1539.59
2007/10/4,1542.84
2007/10/5,1557.59
2007/10/8,1552.58
2007/10/9,1565.15
2007/10/10,1562.47
2007/10/11,1554.41
2007/10/12,1561.8
2007/10/15,1548.71
2007/10/16,1538.53
2007/10/17,1541.24
2007/10/18,1540.08
2007/10/19,1500.63
2007/10/22,1506.33
2007/10/23,1519.59
2007/10/24,1515.88
2007/10/25,1514.4
2007/10/26,1535.28
2007/10/29,1540.98
2007/10/30,1531.02
2007/10/31,1549.38
2007/11/1,1508.44
2007/11/2,1509.65
2007/11/5,1502.17
2007/11/6,1520.27
2007/11/7,1475.62
2007/11/8,1474.77
2007/11/9,1453.7
2007/11/12,1439.18
2007/11/13,1481.05
2007/11/14,1470.58
2007/11/15,1451.15
2007/11/16,1458.74
2007/11/19,1433.27
2007/11/20,1439.7
2007/11/21,1416.77
2007/11/23,1440.7
2007/11/26,1407.22
2007/11/27,1428.23
2007/11/28,1469.02
2007/11/29,1469.72
2007/11/30,1481.14
2007/12/3,1472.42
2007/12/4,1462.79
2007/12/5,1485.01
2007/12/6,1507.34
2007/12/7,1504.66
2007/12/10,1515.96
2007/12/11,1477.65
2007/12/12,1486.59
2007/12/13,1488.41
2007/12/14,1467.95
2007/12/17,1445.9
2007/12/18,1454.98
2007/12/19,1453.0
2007/12/20,1460.12
2007/12/21,1484.46
2007/12/24,1496.45
2007/12/26,1497.66
2007/12/27,1476.37
2007/12/28,1478.49
2007/12/31,1468.36
2008/1/2,1447.16
2008/1/3,1447.16
2008/1/4,1411.63
2008/1/7,1416.18
2008/1/8,1390.19
2008/1/9,1409.13
2008/1/10,1420.33
2008/1/11,1401.02
2008/1/14,1416.25
2008/1/15,1380.95
2008/1/16,1373.2
2008/1/17,1333.25
2008/1/18,1325.19
2008/1/22,1310.5
2008/1/23,1338.6
2008/1/24,1352.07
2008/1/25,1330.61
2008/1/28,1353.97
2008/1/29,1362.3
2008/1/30,1355.81
2008/1/31,1378.55
2008/2/1,1395.42
2008/2/4,1380.82
2008/2/5,1336.64
2008/2/6,1326.45
2008/2/7,1336.91
2008/2/8,1331.29
2008/2/11,1339.13
2008/2/12,1348.86
2008/2/13,1367.21
2008/2/14,1348.86
2008/2/15,1349.99
2008/2/19,1348.78
2008/2/20,1360.03
2008/2/21,1342.53
2008/2/22,1353.11
2008/2/25,1371.8
2008/2/26,1381.29
2008/2/27,1380.02
2008/2/28,1367.68
2008/2/29,1330.63
2008/3/3,1331.34
2008/3/4,1326.75
2008/3/5,1333.7
2008/3/6,1304.34
2008/3/7,1293.37
2008/3/10,1273.37
2008/3/11,1320.65
2008/3/12,1308.77
2008/3/13,1315.48
2008/3/14,1288.14
2008/3/17,1276.6
2008/3/18,1330.74
2008/3/19,1298.42
2008/3/20,1329.51
2008/3/24,1349.88
2008/3/25,1352.99
2008/3/26,1341.13
2008/3/27,1325.76
2008/3/28,1315.22
2008/3/31,1322.7
2008/4/1,1370.18
2008/4/2,1367.53
2008/4/3,1369.31
2008/4/4,1370.4
2008/4/7,1372.54
2008/4/8,1365.54
2008/4/9,1354.49
2008/4/10,1360.55
2008/4/11,1332.83
2008/4/14,1328.32
2008/4/15,1334.43
2008/4/16,1364.71
2008/4/17,1365.56
2008/4/18,1390.33
2008/4/21,1388.17
2008/4/22,1375.94
2008/4/23,1379.93
2008/4/24,1388.82
2008/4/25,1397.84
2008/4/28,1396.37
2008/4/29,1390.94
2008/4/30,1385.59
2008/5/1,1409.34
2008/5/2,1413.9
2008/5/5,1407.49
2008/5/6,1418.26
2008/5/7,1392.57
2008/5/8,1397.68
2008/5/9,1388.28
2008/5/12,1403.58
2008/5/13,1403.04
2008/5/14,1408.66
2008/5/15,1423.57
2008/5/16,1425.35
2008/5/19,1426.63
2008/5/20,1413.4
2008/5/21,1390.71
2008/5/22,1394.35
2008/5/23,1375.93
2008/5/27,1385.35
2008/5/28,1390.84
2008/5/29,1398.26
2008/5/30,1400.38
2008/6/2,1385.67
2008/6/3,1377.65
2008/6/4,1377.2
2008/6/5,1404.05
2008/6/6,1360.68
2008/6/9,1361.76
2008/6/10,1358.44
2008/6/11,1335.49
2008/6/12,1339.87
2008/6/13,1360.03
2008/6/16,1360.14
2008/6/17,1350.93
2008/6/18,1337.81
2008/6/19,1342.83
2008/6/20,1317.93
2008/6/23,1318.0
2008/6/24,1314.29
2008/6/25,1321.97
2008/6/26,1283.15
2008/6/27,1278.38
2008/6/30,1280.0
2008/7/1,1284.91
2008/7/2,1261.52
2008/7/3,1262.9
2008/7/7,1252.31
2008/7/8,1273.7
2008/7/9,1244.69
2008/7/10,1253.39
2008/7/11,1239.49
2008/7/14,1228.3
2008/7/15,1214.91
2008/7/16,1245.36
2008/7/17,1260.32
2008/7/18,1260.68
2008/7/21,1260.0
2008/7/22,1277.0
2008/7/23,1282.19
2008/7/24,1252.54
2008/7/25,1257.76
2008/7/28,1234.37
2008/7/29,1263.2
2008/7/30,1284.26
2008/7/31,1267.38
2008/8/1,1260.31
2008/8/4,1249.01
2008/8/5,1284.88
2008/8/6,1289.19
2008/8/7,1266.07
2008/8/8,1296.32
2008/8/11,1305.32
2008/8/12,1289.59
2008/8/13,1285.83
2008/8/14,1292.93
2008/8/15,1298.2
2008/8/18,1278.6
2008/8/19,1266.69
2008/8/20,1274.54
2008/8/21,1277.72
2008/8/22,1292.2
2008/8/25,1266.84
2008/8/26,1271.51
2008/8/27,1281.66
2008/8/28,1300.68
2008/8/29,1282.83
2008/9/2,1277.58
2008/9/3,1274.98
2008/9/4,1236.83
2008/9/5,1242.31
2008/9/8,1267.79
2008/9/9,1224.51
2008/9/10,1232.04
2008/9/11,1249.05
2008/9/12,1251.7
2008/9/15,1192.7
2008/9/16,1213.59
2008/9/17,1156.39
2008/9/18,1206.51
2008/9/19,1255.08
2008/9/22,1207.09
2008/9/23,1188.22
2008/9/24,1185.87
2008/9/25,1209.18
2008/9/26,1213.01
2008/9/29,1106.39
2008/9/30,1166.36
2008/10/1,1161.06
2008/10/2,1114.28
2008/10/3,1099.23
2008/10/6,1056.89
2008/10/7,996.23
2008/10/8,984.94
2008/10/9,909.92
2008/10/10,899.22
2008/10/13,1003.35
2008/10/14,998.01
2008/10/15,907.84
2008/10/16,946.43
2008/10/17,940.55
2008/10/20,985.4
2008/10/21,955.05
2008/10/22,896.78
2008/10/23,908.11
2008/10/24,876.77
2008/10/27,848.92
2008/10/28,940.51
2008/10/29,930.09
2008/10/30,954.09
2008/10/31,968.75
2008/11/3,966.3
2008/11/4,1005.75
2008/11/5,952.77
2008/11/6,904.88
2008/11/7,930.99
2008/11/10,919.21
2008/11/11,898.95
2008/11/12,852.3
2008/11/13,911.29
2008/11/14,873.29
2008/11/17,850.75
2008/11/18,859.12
2008/11/19,806.58
2008/11/20,752.44
2008/11/21,800.03
2008/11/24,851.81
2008/11/25,857.39
2008/11/26,887.68
2008/11/28,896.24
2008/12/1,816.21
2008/12/2,848.81
2008/12/3,870.74
2008/12/4,845.22
2008/12/5,876.07
2008/12/8,909.7
2008/12/9,888.67
2008/12/10,899.24
2008/12/11,873.59
2008/12/12,879.73
2008/12/15,868.57
2008/12/16,913.18
2008/12/17,904.42
2008/12/18,885.28
2008/12/19,887.88
2008/12/22,871.63
2008/12/23,863.16
2008/12/24,868.15
2008/12/26,872.8
2008/12/29,869.42
2008/12/30,890.64
2008/12/31,903.25
2009/1/2,931.8
2009/1/5,927.45
2009/1/6,934.7
2009/1/7,906.65
2009/1/8,909.73
2009/1/9,890.35
2009/1/12,870.26
2009/1/13,871.79
2009/1/14,842.62
2009/1/15,843.74
2009/1/16,850.12
2009/1/20,805.22
2009/1/21,840.24
2009/1/22,827.5
2009/1/23,831.95
2009/1/26,836.57
2009/1/27,845.71
2009/1/28,874.09
2009/1/29,845.14
2009/1/30,825.88
2009/2/2,825.44
2009/2/3,838.51
2009/2/4,832.23
2009/2/5,845.85
2009/2/6,868.6
2009/2/9,869.89
2009/2/10,827.16
2009/2/11,833.74
2009/2/12,835.19
2009/2/13,826.84
2009/2/17,789.17
2009/2/18,788.42
2009/2/19,778.94
2009/2/20,770.05
2009/2/23,743.33
2009/2/24,773.14
2009/2/25,764.9
2009/2/26,752.83
2009/2/27,735.09
2009/3/2,700.82
2009/3/3,696.33
2009/3/4,712.87
2009/3/5,682.55
2009/3/6,683.38
2009/3/9,676.53
2009/3/10,719.6
2009/3/11,721.36
2009/3/12,750.74
2009/3/13,756.55
2009/3/16,753.89
2009/3/17,778.12
2009/3/18,794.35
2009/3/19,784.04
2009/3/20,768.54
2009/3/23,822.92
2009/3/24,806.12
2009/3/25,813.88
2009/3/26,832.86
2009/3/27,815.94
2009/3/30,787.53
2009/3/31,797.87
2009/4/1,811.08
2009/4/2,834.38
2009/4/3,842.5
2009/4/6,835.48
2009/4/7,815.55
2009/4/8,825.16
2009/4/9,856.56
2009/4/13,858.73
2009/4/14,841.5
2009/4/15,852.06
2009/4/16,865.3
2009/4/17,869.6
2009/4/20,832.39
2009/4/21,850.08
2009/4/22,843.55
2009/4/23,851.92
2009/4/24,866.23
2009/4/27,857.51
